epoch,train_loss,val_loss
1,5.174415397644043,4.171665191650391
2,4.017143487930298,3.3874552249908447
3,3.31517972946167,2.9325395822525024
4,2.805893802642822,2.8223766088485718
5,2.4068315505981444,2.205541253089905
6,2.0656412839889526,1.7679573893547058
7,1.8057623863220216,1.6118428707122803
8,1.629630708694458,1.4295881986618042
9,1.5139746427536012,1.3886592984199524
10,1.423514199256897,1.2789215445518494
11,1.3467815160751342,1.2360572814941406
12,1.2875322103500366,1.2267480492591858
13,1.2436782836914062,1.1511713862419128
14,1.1990928649902344,1.0996025800704956
15,1.1497200012207032,1.0342755913734436
16,1.1180071115493775,1.0672451257705688
17,1.0712122797966004,1.0876567959785461
18,1.0385231733322144,0.9620722532272339
19,1.006803774833679,0.9384061992168427
20,0.9811224460601806,0.9149248600006104
21,0.948151433467865,0.9174479246139526
22,0.9235006809234619,0.8441466093063354
23,0.9062369704246521,0.9286245107650757
24,0.8816897749900818,0.8197695910930634
25,0.864589250087738,0.7933608889579773
26,0.8511329770088196,0.7827038764953613
27,0.8340331315994263,0.7710451781749725
28,0.823905062675476,0.8581660091876984
29,0.8059658169746399,0.7957322895526886
30,0.7911146521568299,0.7796165347099304
31,0.788883650302887,0.7347303628921509
32,0.7716209769248963,0.748846560716629
33,0.7627295970916748,0.7086235880851746
34,0.7697179794311524,0.6894786655902863
35,0.7469380259513855,0.7457648813724518
36,0.7420750379562377,0.6454078555107117
37,0.7366333246231079,0.7002803683280945
38,0.729970645904541,0.6767985224723816
39,0.7212235331535339,0.6315703392028809
40,0.7158918619155884,0.7245946526527405
41,0.7137183666229248,0.6119725108146667
42,0.7038792610168457,0.617257684469223
43,0.6984183669090271,0.628211259841919
44,0.7007379412651062,0.6360887587070465
45,0.7051566362380981,0.6342968046665192
46,0.6968103051185608,0.6534830927848816
47,0.6904023647308349,0.620786726474762
48,0.6903506398200989,0.696238785982132
49,0.6950920343399047,0.6805182695388794
50,0.6852689504623413,0.6256974041461945
51,0.6808558821678161,0.6028534770011902
52,0.6830097079277039,0.6724235117435455
53,0.6782935500144959,0.5835159420967102
54,0.6769993543624878,0.5936315953731537
55,0.675437843799591,0.5831423103809357
56,0.6614716529846192,0.604559987783432
57,0.6677528619766235,0.7303526401519775
58,0.6669562578201294,0.6321801245212555
59,0.6607863545417786,0.6315279901027679
60,0.6597789764404297,0.5662945210933685
61,0.653355085849762,0.6074703931808472
62,0.6591662287712097,0.5622757077217102
63,0.6579628825187683,0.5802040994167328
64,0.6528218150138855,0.5834266543388367
65,0.648568069934845,0.5984300971031189
66,0.6543687224388123,0.6633220314979553
67,0.6526800513267517,0.6150569319725037
68,0.6424804925918579,0.5788043141365051
69,0.6497406005859375,0.5945743918418884
70,0.6462816834449768,0.5889349281787872
71,0.6446540594100952,0.6912981867790222
72,0.6433642387390137,0.6211198568344116
73,0.6492797374725342,0.5635622441768646
74,0.6405706524848938,0.6244520843029022
75,0.6466588377952576,0.5753060877323151
76,0.6417018294334411,0.5746430158615112
77,0.6538569927215576,0.6459575891494751
