epoch,train_loss,val_loss
1,1.4592061042785645,1.3206102848052979
2,1.2642515897750854,1.1774909496307373
3,1.137590726216634,1.0627743005752563
4,1.0281113982200623,0.9636435508728027
5,0.9235503077507019,0.8722138404846191
6,0.8398946523666382,0.7925158739089966
7,0.7731242378552755,0.7199745178222656
8,0.7525138258934021,0.6613364219665527
9,0.6648437778155009,0.6044723391532898
10,0.583436906337738,0.5607477426528931
11,0.5389224092165629,0.5283942222595215
12,0.5590195457140604,0.5035159587860107
13,0.5151659846305847,0.48408937454223633
14,0.5093974769115448,0.46716588735580444
15,0.46978429953257245,0.4548058807849884
16,0.4432728389898936,0.4396638870239258
17,0.4276382128397624,0.42840903997421265
18,0.421025683482488,0.4164089560508728
19,0.41251768668492633,0.4106934070587158
20,0.4300622244675954,0.4022982716560364
21,0.44833316405614215,0.3902961313724518
22,0.4327324728171031,0.3839160203933716
23,0.4302525321642558,0.37766993045806885
24,0.3702104985713959,0.3680140972137451
25,0.36453784505526227,0.3647446930408478
26,0.3964951733748118,0.3584643006324768
27,0.4125869572162628,0.3531537652015686
28,0.38808712363243103,0.3475584089756012
29,0.3836902976036072,0.34386664628982544
30,0.33759357531865436,0.3392013907432556
31,0.34671923518180847,0.33144739270210266
32,0.32470109065373737,0.3280991315841675
33,0.3515191574891408,0.3262002468109131
34,0.3523608644803365,0.32122164964675903
35,0.31397316853205365,0.3156917095184326
36,0.30341966450214386,0.3132924437522888
37,0.3618433177471161,0.3091346025466919
38,0.30562224984169006,0.30587238073349
39,0.2966419855753581,0.3027370870113373
40,0.297486091653506,0.3012978136539459
41,0.30719128251075745,0.2964654266834259
42,0.3301958342393239,0.2962636351585388
43,0.29447177052497864,0.29426997900009155
44,0.2843179702758789,0.29088491201400757
45,0.2853772044181824,0.28588393330574036
46,0.2867688536643982,0.2882051467895508
47,0.27617214123408,0.28189200162887573
48,0.27628067632516223,0.2810884118080139
49,0.30806907018025714,0.28797638416290283
50,0.3028239111105601,0.27696508169174194
51,0.28945376475652057,0.2762813866138458
52,0.2752533207337062,0.27314528822898865
53,0.2681114077568054,0.2733156681060791
54,0.2679085284471512,0.27063432335853577
55,0.2650884538888931,0.27166444063186646
56,0.2922651469707489,0.2697380483150482
57,0.27487191061178845,0.2688954770565033
58,0.3000928113857905,0.26676446199417114
59,0.33948294321695965,0.2662302255630493
60,0.30244384209314984,0.2686164081096649
61,0.2549426207939784,0.26411619782447815
62,0.2777627607186635,0.2644578218460083
63,0.27234700818856555,0.2617974579334259
64,0.2549239794413249,0.2635713815689087
65,0.25738101700941723,0.26169857382774353
66,0.25731130441029865,0.26332345604896545
67,0.271293838818868,0.2589877247810364
68,0.33954734603563946,0.26144957542419434
69,0.31279610594113666,0.26214709877967834
70,0.25834103922049206,0.2592366337776184
71,0.24834624926249185,0.25925159454345703
72,0.251525084177653,0.26117610931396484
73,0.29409706592559814,0.259309858083725
74,0.2608151038487752,0.25867825746536255
75,0.2507971028486888,0.25681814551353455
76,0.29736557602882385,0.25993555784225464
77,0.24944253265857697,0.2572050988674164
78,0.2576085974772771,0.2555767595767975
79,0.2519913812478383,0.25548237562179565
80,0.25297283629576367,0.25547853112220764
81,0.252952978014946,0.25706934928894043
82,0.3076109488805135,0.2541806995868683
83,0.29860955476760864,0.25694137811660767
84,0.27569745977719623,0.25549066066741943
85,0.2529040177663167,0.2566051483154297
86,0.25044043362140656,0.2543986737728119
87,0.2536442627509435,0.2554950714111328
88,0.25586509704589844,0.25521227717399597
89,0.2484386165936788,0.2531096935272217
90,0.27648552258809406,0.25398334860801697
91,0.2766440709431966,0.2546094059944153
92,0.24826291700204214,0.2547595202922821
93,0.24865766366322836,0.2552921175956726
94,0.2773549457391103,0.2540489733219147
95,0.31995998819669086,0.25482577085494995
96,0.265394647916158,0.2576688528060913
97,0.28546903530756634,0.2527548372745514
98,0.28143852452437085,0.2515200972557068
99,0.25003411372502643,0.2552659213542938
100,0.24792017539342245,0.2511619031429291
101,0.2638586064179738,0.2507959008216858
102,0.24584698677062988,0.2506314218044281
103,0.2438447674115499,0.25090181827545166
104,0.27375657359759015,0.2503209412097931
105,0.24675018588701883,0.25247061252593994
106,0.3191497226556142,0.25159138441085815
107,0.2749957541624705,0.2516977787017822
108,0.2755935788154602,0.2506725490093231
109,0.24178830285867056,0.2516940236091614
110,0.2464673469463984,0.2512780427932739
111,0.26750139395395917,0.24932751059532166
112,0.2467223902543386,0.2496158331632614
113,0.24060463905334473,0.25231432914733887
114,0.24813863138357797,0.2508341372013092
115,0.24498839676380157,0.2517634332180023
116,0.2757120430469513,0.25022536516189575
117,0.30684184034665424,0.25449317693710327
118,0.24137963354587555,0.24995607137680054
119,0.26458806792895,0.25272637605667114
120,0.2466731071472168,0.2522179186344147
121,0.28537894288698834,0.2505345344543457
122,0.24154104789098105,0.24937501549720764
