epoch,train_loss,val_loss
1,0.14328178763389587,0.1158742755651474
2,0.1413479447364807,0.11355870962142944
3,0.13956698775291443,0.11241389065980911
4,0.13792091608047485,0.11129261553287506
5,0.1363915205001831,0.11006713658571243
6,0.13495798408985138,0.10876104235649109
7,0.1336035430431366,0.10740119218826294
8,0.13231635093688965,0.10601594299077988
9,0.131084144115448,0.10464231669902802
10,0.129896879196167,0.10330928862094879
11,0.128746896982193,0.10203583538532257
12,0.1276276707649231,0.10082586109638214
13,0.12653395533561707,0.09967999160289764
14,0.12546266615390778,0.098592609167099
15,0.12441442906856537,0.09755834937095642
16,0.12338940799236298,0.09657058119773865
17,0.1223871037364006,0.09562553465366364
18,0.12140876054763794,0.0947185605764389
19,0.1204550713300705,0.09384457767009735
20,0.1195259541273117,0.09300080686807632
21,0.11862063407897949,0.09218546748161316
22,0.11773878335952759,0.09139607846736908
23,0.11688046157360077,0.09063277393579483
24,0.1160450279712677,0.08989466726779938
25,0.11523319780826569,0.08918201178312302
26,0.11444694548845291,0.08849532157182693
27,0.11368674784898758,0.08783568441867828
28,0.11295372992753983,0.08720465004444122
29,0.11224982142448425,0.0866038054227829
30,0.11157683283090591,0.08603435754776001
31,0.1109359934926033,0.0854978859424591
32,0.11032813042402267,0.08499555289745331
33,0.10975391417741776,0.0845288634300232
34,0.10921406000852585,0.08409801125526428
35,0.10871042311191559,0.08370096981525421
36,0.10824106633663177,0.08333705365657806
37,0.10780325531959534,0.08300254493951797
38,0.10739374160766602,0.08269356191158295
39,0.10700999945402145,0.0824078768491745
40,0.10665003955364227,0.08214281499385834
41,0.10631141066551208,0.08189509809017181
42,0.10599185526371002,0.08166190981864929
43,0.1056886613368988,0.08143922686576843
44,0.10539910197257996,0.08122316002845764
45,0.105119988322258,0.08101138472557068
46,0.10484877228736877,0.08080191910266876
47,0.1045839786529541,0.08059259504079819
48,0.10432413965463638,0.08038368821144104
49,0.10406844317913055,0.08017504215240479
50,0.10381600260734558,0.07996592670679092
51,0.10356573760509491,0.07975614815950394
52,0.10331664979457855,0.0795450210571289
53,0.10306823253631592,0.07933178544044495
54,0.10282038152217865,0.07911685109138489
55,0.10257361829280853,0.07890066504478455
56,0.10232808440923691,0.07868301868438721
57,0.10208439081907272,0.0784645527601242
58,0.10184292495250702,0.07824587821960449
59,0.10160450637340546,0.0780278891324997
60,0.10136909782886505,0.0778113454580307
61,0.1011369451880455,0.07759661972522736
62,0.10090833157300949,0.07738470286130905
63,0.10068340599536896,0.07717592269182205
64,0.10046201944351196,0.07697032392024994
65,0.10024389624595642,0.07676754891872406
66,0.10002867877483368,0.07656736671924591
67,0.09981614351272583,0.07636964321136475
68,0.09960643947124481,0.07617461681365967
69,0.09939964860677719,0.07598251849412918
70,0.09919586777687073,0.07579401135444641
71,0.09899525344371796,0.07560968399047852
72,0.0987977385520935,0.07542964816093445
73,0.09860324114561081,0.07525390386581421
74,0.09841154515743256,0.07508198171854019
75,0.09822230786085129,0.07491360604763031
76,0.09803564846515656,0.0747484564781189
